영화명,제작연도,장르
역사는 이렇게 시작됐다,1990,드라마
누가 붉은 장미를 꺾었나,1990,"드라마,멜로/로맨스,범죄"
혼자도는 바람개비,1990,드라마
중환영웅,1990,"코미디,액션"
첩혈가두,1990,"액션,범죄"
천녀유혼 2-인간도,1990,"공포(호러),드라마,판타지"
지존본색,1990,액션
닌자 거북이,1990,"액션,SF,드라마"
기적의 열쇠,1990,공포(호러)
엘리게이터 2,1990,공포(호러)
사랑한다면 이들처럼,1990,"드라마,멜로/로맨스"
유로파유로파,1990,"드라마,전쟁"
마르셀의여름,1990,"가족,드라마,코미디"
가디안,1990,"공포(호러),스릴러,미스터리"
겨울꿈은 날지 않는다,1990,"멜로/로맨스,드라마"
구두가 발에 맞는다면,1990,"코미디,멜로/로맨스,판타지"
강시와부시맨,1990,"코미디,어드벤처"
그렘린2-뉴욕대소동,1990,"코미디,공포(호러),SF,판타지"
광란의 시간,1990,"스릴러,드라마,범죄"
그녀의 마음 깊은 곳에,1990,드라마
강시지존,1990,"공포(호러),액션"
골빈 사나이,1990,코미디
개심귀,1990,공포(호러)
해리가 한껀 잡았을때,1990,"액션,범죄"
하바나,1990,드라마
패왕화,1990,액션
검은 도시,1990,"범죄,액션"
경천12시,1990,"액션,코미디"
공작왕 2 아수라,1990,"액션,어드벤처,코미디,판타지"
귀여운 여인,1990,"드라마,코미디"
금지된 춤,1990,드라마
토탈리콜,1990,"SF,액션"
꼭지딴,1990,"드라마,액션"
꿈꾸는 식물,1990,멜로/로맨스
광란의 사랑,1990,"드라마,범죄"
아팟치,1990,액션
소쩍궁 탐정,1990,"전쟁,코미디"
청부살인,1990,"액션,코미디"
지존여장,1990,"액션,범죄"
용소자,1990,액션
대호출격 2,1990,액션
너는 나의 황홀한 지옥,1990,멜로/로맨스
오늘 밤은 앨리스와 함께,1990,드라마
눈물의 웨딩 드레스,1990,드라마
브룩 쉴즈의 욕망의 거리,1990,드라마
죽어도 좋아,1990,드라마
집시엔젤,1990,드라마
지존홍분,1990,액션
좋은 친구들,1990,"드라마,액션,범죄"
어둠속의 외침,1990,"공포(호러),드라마,코미디"
푸른 비상구,1990,드라마
파리대왕,1990,"드라마,스릴러,어드벤처"
샹하이 샹하이,1990,"드라마,코미디"
샤샤를 위하여,1990,드라마
천지현문,1990,드라마
드래곤 볼,1990,"액션,어드벤처"
가보면 알거야,1990,코미디
3-4X10월,1990,코미디
파가니니,1990,드라마
미저리,1990,"스릴러,공포(호러),드라마"
리벤지,1990,드라마
로보캅 2,1990,"SF,액션"
러시아 하우스,1990,"스릴러,범죄,드라마"
도학위룡,1990,"액션,코미디"
다크맨,1990,"SF,액션"
자웅쌍혈,1990,"액션,범죄"
젊음은 은빛 날개를 타고,1990,"코미디,액션"
크레크,1990,액션
비에 젖어서야 사랑하노라,1990,"멜로/로맨스,드라마"
타악기의 계절,1990,"멜로/로맨스,드라마"
적과 적,1990,"액션,범죄"
마지막 남자의 모습,1990,"멜로/로맨스,드라마"
이조여인 숙명사 청상계,1990,"드라마,사극"
용의 유혼,1990,"드라마,판타지"
여자 배달부는 고장난 신호등,1990,"드라마,범죄"
서울의 달빛,1990,"드라마,범죄"
매혹,1990,"드라마,멜로/로맨스"
머나먼 사이공,1990,"드라마,전쟁"
젊은 날의 초상,1990,멜로/로맨스
매니아 캅2-코델,1990,"공포(호러),액션,스릴러"
미녀사냥,1990,"드라마,멜로/로맨스"
특전대네이비 씰,1990,"액션,범죄"
죽음의 표적,1990,액션
성인신고식,1990,드라마
무림쌍걸,1990,"액션,범죄"
장미여관,1990,"멜로/로맨스,드라마"
흑설,1990,액션
뉴 끌로드 부인,1990,드라마
마지막 쇼,1990,드라마
흑심귀,1990,"액션,판타지"
정홍기하,1990,"액션,범죄"
아만다의 저주,1990,공포(호러)
천녀영호,1990,드라마
데들리 벳,1990,액션
어느 시인의 사랑,1990,드라마
브란스키의 사랑도둑,1990,코미디
빈센트,1990,드라마
풍우동로,1990,액션
굉천 황가장,1990,"드라마,범죄"
리포제스트,1990,코미디
뱃 인플루언스,1990,"드라마,스릴러"
바닷가를 달리는 북극개,1990,"드라마,가족"
음악강시,1990,"공포(호러),코미디"
임청하의 비창,1990,드라마
대가대,1990,액션
안락생포,1990,액션
빙하의 추적,1990,스릴러
댄싱머신,1990,"스릴러,드라마,범죄"
전격자,1990,액션
여 싸이보그,1990,코미디
독존자,1990,"액션,드라마"
아라크네의 비밀,1990,"공포(호러),코미디,SF"
두번째 이별,1990,드라마
지존마담,1990,"액션,범죄"
퍼즐 게임,1990,"액션,드라마"
맹귀 패왕화,1990,"공포(호러),코미디,액션"
마이 뉴 파트너 2,1990,"드라마,코미디,범죄,액션"
영웅문,1990,"드라마,액션"
LA 리치걸,1990,드라마
다크의 그림자를 죽여라,1990,"공포(호러),SF"
어벤저2,1990,"액션,드라마"
퍼시픽 하이츠,1990,"스릴러,드라마,범죄"
전자오락의 마법사,1990,"코미디,드라마,어드벤처,가족"
스티븐과 스테파니,1990,코미디
늑대개,1990,"드라마,어드벤처"
열혈풍운,1990,액션
마이키이야기 2,1990,"코미디,가족"
핫스텝,1990,드라마
사랑 사기꾼,1990,코미디
녹색카드,1990,"코미디,드라마,멜로/로맨스"
베드룸 아이스2,1990,"드라마,스릴러"
엑소시스트3,1990,"공포(호러),스릴러,미스터리,드라마"
쇼팽의 푸른노트,1990,드라마
무장도시,1990,액션
해리 앤드 해리엣,1990,"코미디,판타지"
헐리우드 박사,1990,"코미디,멜로/로맨스"
네이키드 탱고,1990,액션
야곱의 사다리,1990,"미스터리,공포(호러),스릴러"
파티,1990,멜로/로맨스
살수특경,1990,"액션,범죄"
록키 5,1990,드라마
F학점첩보원,1990,"코미디,액션"
용봉타적,1990,액션
모짜르트를 찾아서,1990,드라마
인간 로켓티어,1990,"액션,SF,어드벤처,가족"
킹뉴욕,1990,"액션,범죄"
메가톤,1990,코미디
의불용정,1990,"액션,범죄"
솔로몬의 딸,1990,드라마
미팅,1990,"드라마,코미디"
맛 보슈,1990,코미디
비애,1990,"드라마,어드벤처,사극"
익스프레스,1990,멜로/로맨스
버지니아,1990,"드라마,멜로/로맨스"
여걸쌍웅,1990,액션
시한폭탄,1990,"액션,SF"
사랑과 슬픔의 맨하탄,1990,"드라마,범죄"
천약유정,1990,"액션,멜로/로맨스"
특종,1990,드라마
줄리아 로버츠의 유혹의 선,1990,"미스터리,공포(호러)"
로저무어의 다이아몬드,1990,코미디
소파승진,1990,코미디
블랙 에이리언,1990,"공포(호러),SF"
하얀궁전,1990,드라마
이역,1990,"액션,전쟁"
두남자와 한여자,1990,코미디
여도신,1990,"미스터리,범죄"
뒤로가는 남과 여,1990,"드라마,미스터리,범죄"
경시종횡,1990,"액션,범죄"
의혹,1990,"드라마,미스터리,범죄"
마지막 황녀 금벽휘,1990,드라마
애인동지,1990,드라마
대부3,1990,범죄
유치원에 간 사나이,1990,"액션,범죄"
후계자,1990,미스터리
살인개스,1990,"액션,스릴러"
열혈천사,1990,액션
주윤발의 미녀사냥,1990,멜로/로맨스
딕 트레이시,1990,"액션,범죄"
마법사 피터의 모험,1990,"드라마,어드벤처"
블랙엔젤,1990,"드라마,스릴러"
최후의 홀로코스트,1990,"공포(호러),액션,어드벤처"
호스테스 미스고,1990,멜로/로맨스
광란의 춤 람바다,1990,드라마
나이트클럽,1990,드라마
난 깜짝놀랄 짓을 할거야,1990,드라마
남자시장,1990,드라마
늪속의 여촌장,1990,"드라마,멜로/로맨스"
다이 하드 2,1990,액션
대학촌의 달빛,1990,"드라마,멜로/로맨스"
도성,1990,코미디
도시의 상처,1990,"드라마,멜로/로맨스"
도전자,1990,드라마
돈가방을 든 수녀,1990,코미디
돌아온 손오공,1990,"SF,액션,어드벤처,판타지"
동경 아리랑,1990,"드라마,멜로/로맨스"
땡삐,1990,"멜로/로맨스,사극"
로보트 태권 V 90,1990,"SF,애니메이션,액션,판타지"
로티의 모험,1990,"가족,드라마,애니메이션,어드벤처"
마야고,1990,멜로/로맨스
마화정,1990,드라마
무,1990,액션
무림지존,1990,액션
무명가족,1990,드라마
무적쾌차,1990,액션
무적행운성,1990,코미디
무회행동,1990,액션
물 위를 걷는 여자,1990,멜로/로맨스
미친 사랑의 노래,1990,멜로/로맨스
반쪽 아이들,1990,드라마
별난 두 영웅,1990,"드라마,코미디"
보통여자시대,1990,멜로/로맨스
복수무정,1990,액션
볼륨을 높여라,1990,드라마
불가사리,1990,공포(호러)
불타는 태양,1990,액션
붉은 10월,1990,드라마
블레임 람바다,1990,드라마
블루스틸,1990,액션
빅타운,1990,사극
색녀도,1990,"멜로/로맨스,사극"
서울 통화중,1990,멜로/로맨스
성룡의 일대영웅,1990,액션
성전풍운,1990,액션
세라자드,1990,드라마
수탉,1990,"드라마,멜로/로맨스"
슈퍼맨 일지매,1990,"드라마,액션"
스키 아카데미,1990,드라마
스타짱가 제트(Z) 마징가 브이 슈퍼베타맨,1990,"SF,애니메이션,액션"
스텔라,1990,드라마
심형래의 쫄병군단,1990,"드라마,코미디"
악령의 퍼스트파워,1990,공포(호러)
애견부인,1990,멜로/로맨스
어느 모델의 사랑,1990,멜로/로맨스
어둠의 딸,1990,"드라마,멜로/로맨스"
언제나 그 자리에,1990,"드라마,멜로/로맨스"
열정의 람바다,1990,드라마
영구와 땡칠이 3탄-영구람보,1990,"액션,코미디"
영웅무색,1990,액션
영웅필살,1990,"범죄,액션"
영웅후레쉬,1990,"SF,액션"
오세암(극영화),1990,드라마
와일드 오키드,1990,드라마
용감한 사람들,1990,드라마
원+씩스 2,1990,드라마
의혈쌍웅,1990,액션
임소로의 부마동자,1990,"드라마,액션"
자유인,1990,액션
자탄출조,1990,액션
재전강호,1990,액션
잿빛 사랑노트,1990,멜로/로맨스
전선위의 참새,1990,"액션,코미디"
죽기아니면 까무러치기,1990,코미디
중간인,1990,액션
지분쌍웅,1990,드라마
지옥의 반담,1990,액션
지존계상,1990,액션
짬뽕 홍길동,1990,"멜로/로맨스,사극,액션,코미디"
쫄병수첩 2,1990,"드라마,코미디"
천국의 땅,1990,"드라마,멜로/로맨스"
천녀기협,1990,SF
천녀원앙,1990,"공포(호러),사극,판타지"
천년귀인,1990,"공포(호러),액션"
첩혈강호,1990,액션
청송으로 가는 길,1990,드라마
친구야 친구야,1990,드라마
캬바레부인,1990,"드라마,멜로/로맨스"
코리안 커넥션,1990,"드라마,액션"
크레이스형제,1990,드라마
팁 2,1990,멜로/로맨스
폭력교실 1999,1990,"SF,액션"
프레데터2,1990,"SF,공포(호러),스릴러,액션"
호소자 7,1990,액션
홀로서는 그날에,1990,멜로/로맨스
화대,1990,멜로/로맨스
황가여장,1990,액션
휴거,1990,드라마
흑해출격,1990,액션
1990년 자유부인,1990,멜로/로맨스
48시간 2,1990,"액션,코미디"
90 벌레먹은 장미,1990,멜로/로맨스
바톤 핑크,1991,"드라마,코미디"
델마와 루이스,1991,드라마
기동전사 건담 F91,1991,애니메이션
양들의 침묵,1991,"스릴러,미스터리,범죄"
옥보단,1991,"판타지,멜로/로맨스"
유로파,1991,"스릴러,드라마"
사랑을 위하여,1991,멜로/로맨스
리버 피닉스의 아이다호,1991,드라마
실크커텐 저편,1991,"드라마,멜로/로맨스"
신탐격전,1991,"액션,범죄"
파자마속의 두 여인,1991,멜로/로맨스
꽃그늘 속에 부는 바람,1991,"드라마,멜로/로맨스"
제5의 사나이,1991,"드라마,액션,미스터리"
탈명가두,1991,액션
서울야누스,1991,"드라마,멜로/로맨스"
바람불면 일어서는 숲,1991,멜로/로맨스
열일곱살의 쿠데타,1991,"드라마,멜로/로맨스"
그들만의 리그,1991,"드라마,코미디"
아틀란티스 : 바다의 오페라,1991,다큐멘터리
경마장 가는 길,1991,"드라마,멜로/로맨스"
뻘,1991,드라마
하이힐,1991,드라마
토토의 천국,1991,드라마
서울에비타,1991,"드라마,멜로/로맨스"
그리고 삶은 계속된다,1991,다큐멘터리
신정무문,1991,"코미디,액션"
홍등,1991,드라마
마돈나 진실 혹은 대담,1991,드라마
터미네이터2 3D,1991,"액션,SF,스릴러"
의적 로빈후드,1991,"액션,드라마,어드벤처"
종횡사해,1991,"액션,범죄"
폭풍속으로,1991,"액션,스릴러,범죄"
닉크,1991,멜로/로맨스
더블반담,1991,액션
신부의 아버지,1991,"가족,코미디"
벅시,1991,"드라마,범죄"
미녀와 야수,1991,"애니메이션,드라마,가족"
아들나라,1991,"드라마,범죄"
세상은 살만큼 아름답다,1991,"드라마,멜로/로맨스"
내 책상 위의 천사,1991,드라마
후라이드 그린 토마토,1991,"드라마,코미디"
케이프 피어,1991,"스릴러,드라마,범죄"
은마는 오지 않는다,1991,"드라마,전쟁"
별이 빛나는 밤에,1991,"드라마,멜로/로맨스"
누가 용의 발톱을 보았는가,1991,드라마
사의 찬미,1991,"드라마,멜로/로맨스"
가을여행,1991,"드라마,멜로/로맨스"
이세상 끝까지,1991,"SF,드라마"
수잔브링크의 아리랑,1991,드라마
황비홍3-사왕쟁패,1991,"사극,액션"
열아홉의 절망끝에 부르는 하나의 사랑노래,1991,드라마
도범2,1991,액션
용형호제 2,1991,"코미디,액션,범죄"
델리카트슨 사람들,1991,"코미디,공포(호러),SF"
황비홍,1991,"액션,어드벤처,드라마"
천녀유혼 3-도도도,1991,"드라마,공포(호러),판타지"
반고호,1991,드라마
노화위룡,1991,액션
화소도,1991,"액션,범죄,드라마"
어메이징 닌자,1991,액션
게이트2,1991,공포(호러)
터미네이터 2 : 심판의 날 감독판,1991,"액션,SF,스릴러"
개벽,1991,"드라마,사극"
자연의 아이들,1991,드라마
깊은밤 깊은 곳에 2,1991,"드라마,멜로/로맨스"
꼴레뜨,1991,드라마
귀마쌍웅,1991,드라마
글로리아 입의 캣츠,1991,"액션,어드벤처,판타지"
경천여장,1991,액션
글라디에이터,1991,"액션,드라마"
강아지를 타고 온 건달들,1991,"코미디,미스터리,범죄"
귀여운 악마,1991,"드라마,코미디"
꼬마천재 테이트,1991,드라마
까뜨린느 드느브의 추억,1991,"드라마,멜로/로맨스"
길티,1991,"드라마,코미디,범죄"
꼬마팬더 핑핑,1991,"드라마,가족"
귀호,1991,"액션,어드벤처,판타지"
가출소년과 쌍코대작전,1991,드라마
가진 것 없소이다,1991,"드라마,멜로/로맨스,코미디"
검은 휘파람,1991,"범죄,액션"
겨울미리내,1991,"드라마,멜로/로맨스"
인생이 뭐 객관식 시험인가요,1991,드라마
헨리의 이야기,1991,드라마
패리스 트라웃,1991,드라마
팝콘,1991,공포(호러)
코 끝에 걸린 사나이,1991,액션
아더는 영혼을 살해했다,1991,"드라마,범죄,스릴러"
스톤 스콜피온,1991,"SF,범죄,액션"
이원적 관능,1991,"멜로/로맨스,드라마"
산산이 부서진 이름이여,1991,"드라마,멜로/로맨스"
천국으로 가는 장의사,1991,"범죄,드라마"
변신전사 트렌스토디,1991,"SF,드라마"
오호장,1991,"액션,드라마"
프리티 마담,1991,스릴러
굿바이 뉴욕 굿모닝 내사랑,1991,"코미디,어드벤처"
JFK,1991,"미스터리,범죄,스릴러"
사랑의 예감,1991,멜로/로맨스
불타는 사랑,1991,"코미디,드라마"
마담 보봐리,1991,드라마
제수이트 죠,1991,"어드벤처,액션,스릴러"
애욕의 쟌다리,1991,멜로/로맨스
피터 웰라의 분노의 선택,1991,드라마
아담스 훼밀리,1991,"코미디,가족,판타지"
살출군영,1991,"액션,범죄"
캠퍼스 군단,1991,"드라마,액션,스릴러"
팝콘과 스테이크,1991,"액션,코미디,멜로/로맨스"
살인공창 마루타,1991,"액션,드라마,스릴러"
헨리 밀러의 북회귀선,1991,드라마
나이트 무브,1991,"미스터리,스릴러"
에미 이름은 조센삐였다,1991,드라마
어둔 밤 어둔 곳에,1991,"드라마,멜로/로맨스"
내일은 참피온,1991,"드라마,코미디"
우주에서 온 사나이,1991,"액션,드라마,코미디,SF"
헐크호건의 람지,1991,"액션,코미디,가족,SF"
왕조현의 연애일기,1991,드라마
핸드 메이즈,1991,"드라마,SF"
나를 보라 아메리카,1991,드라마
뽀식이와 꼬마특공단,1991,"드라마,액션"
우주전사 불의 사나이,1991,"SF,드라마,액션,어드벤처"
